student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
052130561579,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,72,56.3,52.6,63.1,d
052130561580,16,female,public,no formal,5,96.4,no,30-60 min,no,online videos,78.7,76.1,67.7,75.2,c
052130561581,18,other,public,phd,5.7,76,yes,<15 min,yes,group study,73.4,83.9,85.2,75.7,c
052130561582,14,other,public,diploma,6.8,51.6,yes,<15 min,no,notes,56.6,73.2,57.6,66.4,d
052130561583,17,other,public,diploma,4.3,68.9,yes,<15 min,yes,online videos,47.6,44.1,68.4,58.1,d
052130561584,17,other,private,post graduate,4,86.3,yes,<15 min,no,textbook,87.3,76.7,51.1,66.4,d
052130561585,16,other,private,high school,7.6,95.8,yes,>60 min,yes,textbook,91,100,83.2,100,a
052130561586,14,male,private,high school,0.7,99.5,yes,30-60 min,no,coaching,51.7,49.6,46.3,44.7,e
052130561587,14,female,private,graduate,5.6,73.1,no,30-60 min,no,group study,94.4,83.6,90.8,83,c
052130561588,18,male,private,no formal,1,63.9,yes,30-60 min,yes,mixed,53.1,22.9,45.1,41.7,e
052130561589,19,male,public,no formal,2.8,86.7,yes,15-30 min,yes,group study,56.8,45.5,47.5,56,d
052130561590,19,other,public,high school,5.6,77.9,yes,30-60 min,yes,notes,73.4,86.3,67.7,75,c
052130561591,19,male,public,phd,0.7,52.9,yes,>60 min,yes,coaching,23.6,46.1,34.5,28.3,f
052130561592,16,other,private,high school,4.2,53.5,yes,15-30 min,no,online videos,47.7,53.2,46.8,53.1,e
052130561593,18,other,private,graduate,3.8,81.6,yes,15-30 min,yes,coaching,61,69.9,55.5,64.1,d
052130561594,14,female,private,post graduate,3.1,70,no,<15 min,no,group study,28.8,26.2,40,43.7,e
052130561595,14,female,private,graduate,2.6,68.1,yes,15-30 min,no,group study,56.5,53.2,46.3,51.1,e
052130561596,19,other,public,high school,4.1,88,yes,<15 min,no,group study,91.3,80.8,64,76.4,c
052130561597,14,other,private,graduate,5.9,53.9,yes,<15 min,yes,mixed,69.1,68.4,86.9,72.6,c
052130561598,19,other,private,high school,4.7,81.3,yes,>60 min,yes,mixed,76.3,71.4,59.1,73.1,c
052130561599,17,male,private,high school,5.5,59.5,yes,15-30 min,no,textbook,49,64.9,50.5,62.8,d
052130561600,18,female,private,no formal,6.5,66.2,yes,30-60 min,yes,textbook,86.2,83.4,92,82.1,c
052130561601,15,other,public,high school,5,70.6,yes,>60 min,yes,notes,69.6,67,72.5,68.4,d
052130561602,17,male,private,graduate,5.1,85.5,yes,15-30 min,yes,mixed,65.1,65.8,90.1,74.9,c
052130561603,17,female,public,graduate,6,95.3,yes,<15 min,yes,mixed,88.9,77.3,100,93.1,b
052130561604,19,other,private,high school,5.8,84.8,yes,<15 min,no,coaching,75.7,81.8,89.8,78.9,c
052130561605,19,other,public,phd,7.3,60.9,no,<15 min,yes,group study,82.2,66.8,91.5,80,c
052130561606,16,other,public,high school,1.3,90.7,no,30-60 min,yes,coaching,54.2,35.5,52.7,52.9,e
052130561607,14,female,public,no formal,0.9,88.9,yes,<15 min,yes,group study,41.8,31.7,45.3,40,f
052130561608,14,other,public,no formal,1.7,98.1,no,30-60 min,yes,notes,31.6,50.4,27,46.2,e
052130561609,14,male,public,phd,6.4,75.5,no,>60 min,no,online videos,96.8,96.3,86.1,87.3,b
052130561610,18,male,public,phd,4.3,61.6,yes,30-60 min,yes,online videos,62.3,53,40.2,64.4,d
052130561611,17,male,public,high school,3,83.5,yes,>60 min,yes,textbook,84,58.4,73.7,66.2,d
052130561612,18,male,public,high school,3.1,54.8,yes,<15 min,yes,group study,29.9,29.2,23.6,37,f
052130561613,18,male,public,post graduate,2.1,86.8,yes,<15 min,yes,online videos,28.1,45.6,38,47,e
052130561614,14,male,private,high school,3.8,98,yes,30-60 min,yes,mixed,83.1,75.3,63.9,65.9,d
052130561615,19,male,public,phd,1.7,97.2,yes,15-30 min,no,textbook,53.7,41.1,44.9,45.4,e
052130561616,18,female,private,phd,3.6,80.6,yes,15-30 min,no,online videos,46.6,65.2,58.1,61.6,d
052130561617,16,female,public,post graduate,5.3,70.5,yes,15-30 min,yes,notes,77.9,80.5,79.9,77,c
052130561618,17,female,public,diploma,3.9,84.1,yes,15-30 min,no,mixed,65.6,69.8,59.4,66.8,d
052130561619,18,male,private,graduate,7.1,54.9,yes,15-30 min,no,notes,85,73.8,65.9,73.1,c
052130561620,18,male,private,high school,0.8,80.3,yes,>60 min,yes,coaching,35.5,40.3,36.6,46.1,e
052130561621,18,other,private,graduate,2.7,64.2,yes,15-30 min,no,textbook,42.4,42.5,41.4,43.5,e
052130561622,14,male,public,high school,5.4,85.4,yes,15-30 min,no,notes,83.2,80.3,67.8,85.8,b
052130561623,18,female,public,diploma,1.7,79.3,yes,30-60 min,yes,mixed,33.6,53.5,35.5,45,e
052130561624,14,other,public,diploma,5.8,73.4,yes,>60 min,yes,group study,68,86.6,72.5,69.6,d
052130561625,17,other,public,diploma,6.5,58.2,yes,30-60 min,no,textbook,80.1,69.8,69.2,77.3,c
052130561626,17,male,public,no formal,5.1,59.9,yes,15-30 min,no,online videos,71.9,75,89.4,72.7,c
052130561627,18,other,public,graduate,1.3,71.3,yes,30-60 min,yes,notes,40.1,63.4,39.4,45.3,e
052130561628,16,male,public,graduate,2.3,97.4,no,30-60 min,yes,coaching,52.7,54.8,36,61.5,d
052130561629,19,other,private,no formal,4.5,53,yes,>60 min,yes,textbook,66.4,73.1,56.9,64.1,d
052130561630,18,male,public,graduate,1.3,75,no,30-60 min,no,online videos,22.8,27.2,38.3,35.6,f
052130561631,17,female,private,high school,1.6,86.7,yes,>60 min,yes,notes,53.8,53.8,53.6,55,e
052130561632,17,other,public,diploma,7.2,70.2,yes,30-60 min,no,notes,66.5,70.7,96.6,84.5,c
052130561633,18,other,public,phd,7.4,55.9,yes,>60 min,yes,online videos,62.6,83.1,83.5,81.4,c
052130561634,16,other,private,post graduate,6.1,72.5,yes,30-60 min,yes,group study,79.7,79.6,82,80.5,c
052130561635,18,other,public,high school,2.3,62,yes,<15 min,yes,coaching,62.2,40.2,40.6,43.5,e
052130561636,16,male,private,post graduate,1.7,85.4,yes,>60 min,no,notes,47.3,42.1,28.9,41.3,e
052130561637,17,other,private,post graduate,2.6,86.5,no,30-60 min,no,group study,30.6,43.1,38.5,46,e
052130561638,17,female,public,diploma,5.4,59.7,no,30-60 min,yes,group study,53.1,51.7,49.9,59.1,d
052130561639,19,female,public,graduate,4.9,95.1,yes,30-60 min,yes,coaching,86.4,78.1,84,86.3,b
052130561640,19,other,private,high school,3.3,68.2,yes,>60 min,yes,mixed,52.7,43,37.9,45.2,e
052130561641,14,male,private,post graduate,3.1,68.6,no,15-30 min,no,coaching,54.4,68.4,48.9,57.5,d
052130561642,15,female,private,diploma,3.8,87.7,yes,>60 min,yes,textbook,62.3,59.7,51.7,60.8,d
052130561643,19,other,public,high school,7.7,85.9,no,<15 min,yes,mixed,87.7,100,88.8,92.1,b
052130561644,14,male,private,graduate,3.6,77.9,yes,30-60 min,no,online videos,70,55.6,61,62.6,d
052130561645,18,other,public,no formal,0.6,88.8,yes,30-60 min,no,mixed,18.1,49.4,35.1,41.3,e
052130561646,15,female,private,phd,3.5,60.9,yes,<15 min,yes,online videos,48.2,54.1,38.2,53.1,e
052130561647,18,other,private,phd,0.8,63.3,yes,15-30 min,yes,group study,19.4,36.8,33.4,40.2,e
052130561648,18,other,public,diploma,6.2,92.7,yes,30-60 min,no,notes,92.5,71,100,79.9,c
052130561649,16,female,private,phd,1.2,82.1,yes,30-60 min,no,online videos,24.3,44.3,30.5,34.1,f
052130561650,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,group study,55.3,70.7,100,75,c
052130561651,17,male,public,graduate,6.5,77.8,yes,<15 min,no,textbook,87.9,74.1,81.8,80.8,c
052130561652,16,other,public,post graduate,3,84.6,yes,<15 min,no,group study,54.1,68.6,59.1,67,d
052130561653,15,other,private,graduate,0.8,84.4,no,15-30 min,no,notes,26.5,15.7,33.1,31.4,f
052130561654,19,other,public,graduate,5.7,93.8,yes,>60 min,no,online videos,92.1,73.5,79.1,79.2,c
052130561655,15,female,public,phd,1.5,70.6,yes,>60 min,yes,group study,47.4,48.9,55.7,45.8,e
052130561656,17,female,private,phd,1.1,58.6,yes,<15 min,yes,coaching,15.2,28,18.4,23.8,f
052130561657,15,female,private,post graduate,3.1,92.6,yes,30-60 min,no,coaching,55.9,69.1,69.1,59.8,d
052130561658,17,female,public,no formal,5.5,81.7,yes,>60 min,no,textbook,56.4,58.5,74.5,67.6,d
052130561659,15,other,private,graduate,3.9,94.6,yes,30-60 min,yes,online videos,53.4,58.5,52.7,60.3,d
052130561660,19,male,public,post graduate,7,71.3,yes,30-60 min,no,online videos,71.7,94.3,64.8,82.6,c
052130561661,17,female,public,post graduate,4,96.4,yes,15-30 min,no,online videos,63.3,69.4,54.6,71,c
052130561662,15,male,private,high school,5.1,66.7,yes,<15 min,no,group study,34.2,57.5,62.8,62.1,d
052130561663,17,other,public,phd,4.6,51,yes,30-60 min,yes,notes,43.5,48,70.6,50.2,e
052130561664,18,other,public,diploma,5.7,87,yes,30-60 min,yes,online videos,89,88.6,100,86.6,b
052130561665,17,male,private,post graduate,3.1,59.9,no,15-30 min,no,mixed,70.8,52.3,30.6,48,e
052130561666,15,other,private,high school,3.6,74.7,yes,30-60 min,yes,notes,65.6,43.8,55.3,52.3,e
052130561667,18,male,private,post graduate,7,77.8,yes,>60 min,yes,online videos,93.5,85.1,88.8,84.3,c
052130561668,17,other,private,no formal,7.9,89.4,yes,<15 min,no,online videos,82.7,100,93.5,94.9,b
052130561669,17,male,public,no formal,2.7,70.1,yes,15-30 min,no,notes,65.1,66.8,45,55.9,d
052130561670,19,female,public,phd,6.9,64.3,yes,30-60 min,yes,online videos,92.7,77.4,69.6,77.6,c
052130561671,16,female,private,diploma,4.5,84.7,no,<15 min,no,textbook,66.5,57.3,45.1,65.2,d
052130561672,16,female,public,post graduate,1.5,70.4,yes,30-60 min,no,textbook,27.8,33.4,26.8,40.5,e
052130561673,17,female,public,no formal,4.7,64,yes,>60 min,yes,mixed,57.3,63.7,43.5,53.9,e
052130561674,17,female,public,no formal,5,88.3,yes,>60 min,yes,mixed,77.6,64,57.6,76.6,c
052130561675,18,other,private,post graduate,4.4,57.2,yes,30-60 min,no,group study,51.7,63.4,44.6,59.9,d
052130561676,17,male,public,no formal,7.7,95.6,yes,30-60 min,yes,group study,90.5,80.3,81.3,90.4,b
052130561677,18,male,private,post graduate,4.4,79.9,yes,15-30 min,no,mixed,59.8,72.3,89.8,67.7,d
052130561678,16,other,public,high school,6.8,59.8,no,15-30 min,no,textbook,79.4,68.5,81.1,76.5,c
052130561679,16,female,private,diploma,3.9,55.6,no,<15 min,no,textbook,52.3,39.3,41.4,49.7,e
052130561680,15,female,private,diploma,5.2,67.3,yes,15-30 min,no,group study,61.2,53.5,72.8,65.3,d
052130561681,15,male,public,phd,1.7,89.2,no,15-30 min,yes,textbook,52.3,62.4,43.6,48.7,e
052130561682,14,other,private,diploma,4.2,89.2,yes,>60 min,no,notes,72,84.5,75,77.8,c
052130561683,19,female,private,high school,0.7,78.9,yes,30-60 min,no,textbook,21.3,31.4,30.7,35.4,f
052130561684,15,female,public,no formal,5.7,61.2,yes,<15 min,yes,notes,65.6,53.2,49.1,61.5,d
052130561685,15,other,private,diploma,3,53.4,yes,>60 min,no,mixed,26.8,48.1,28.8,39.4,f
052130561686,15,other,private,diploma,0.5,99.1,yes,15-30 min,yes,group study,53.7,49.6,53.2,47.6,e
052130561687,14,other,public,graduate,7.7,74.4,yes,30-60 min,no,group study,90.4,83.3,87.5,87.2,b
052130561688,17,female,private,no formal,4.5,97.3,yes,<15 min,yes,online videos,61.9,75.2,59.5,68,d
052130561689,18,other,private,graduate,7.8,90.3,yes,>60 min,yes,online videos,100,100,100,97.4,a
052130561690,16,other,public,no formal,3.9,86.9,yes,>60 min,no,textbook,38.3,67.2,46.1,61,d
052130561691,15,male,private,phd,3.6,79.1,no,30-60 min,no,coaching,47.6,65.1,46,56,d
052130561692,17,female,private,phd,2.6,81.4,yes,30-60 min,yes,mixed,60.7,55.9,74.9,60,d
052130561693,15,other,public,graduate,4.3,87.9,no,>60 min,no,textbook,85.5,68.8,76.8,78.8,c
052130561694,17,female,public,post graduate,3.9,52.3,yes,15-30 min,yes,mixed,28,74.1,61,49.1,e
052130561695,17,female,public,diploma,4.5,58.6,yes,>60 min,no,group study,51.3,65.5,76.2,54.3,e
052130561696,17,other,private,diploma,5.8,86.4,yes,15-30 min,no,notes,87,95.7,81.1,89.8,b
052130561697,14,male,public,diploma,7.4,63.1,yes,>60 min,no,online videos,74.3,91.6,73,83.3,c
052130561698,16,female,public,post graduate,5.9,87.4,yes,>60 min,yes,notes,76.2,80.5,79.2,89,b
052130561699,14,other,public,high school,0.9,89.1,yes,15-30 min,no,coaching,42.6,36.8,33.6,36.9,f
052130561700,19,female,private,phd,1,74,yes,<15 min,yes,online videos,41,41.8,51.8,45.3,e
052130561701,16,other,private,diploma,3.5,61.8,yes,30-60 min,yes,mixed,56,65.8,44.2,47.4,e
052130561702,15,male,public,high school,7.3,61.1,yes,>60 min,no,group study,75.3,92.4,99.4,91.7,b
052130561703,19,other,private,phd,7.6,79.9,no,15-30 min,yes,online videos,69.9,95.7,83.3,84,c
052130561704,16,male,public,post graduate,3,56.9,yes,<15 min,no,online videos,44.2,40.9,51.1,52.1,e
052130561705,18,female,private,post graduate,2.2,75.5,yes,15-30 min,no,textbook,57.6,66.4,71,57.5,d
052130561706,16,female,private,high school,4.4,70.7,yes,15-30 min,yes,online videos,43.1,67.9,61.9,53.6,e
052130561707,16,male,private,diploma,6.3,83.6,yes,15-30 min,no,notes,98.3,95.9,86.1,85.3,b
052130561708,16,female,private,diploma,3,53.6,yes,<15 min,yes,group study,38.7,59.1,40.3,46.4,e
052130561709,18,other,private,post graduate,6,55.7,yes,30-60 min,yes,coaching,84,81.5,58.9,76.4,c
052130561710,17,other,public,no formal,0.7,92.1,yes,15-30 min,no,coaching,43.7,22.4,34.1,35.4,f
052130561711,16,female,public,graduate,2.5,53.4,yes,>60 min,no,notes,39.4,36.8,49.9,33.4,f
052130561712,17,other,public,diploma,3.8,99.5,no,<15 min,no,online videos,75.2,70,73.8,80.2,c
052130561713,14,male,public,diploma,6.4,67.8,yes,<15 min,yes,mixed,98.1,97.7,85.4,85.6,b
052130561714,14,male,public,diploma,6.4,58.7,yes,30-60 min,yes,mixed,71.9,80.2,85.3,68.1,d
052130561715,15,other,public,graduate,3,88.8,yes,15-30 min,no,coaching,67.3,34.9,59.9,51.2,e
052130561716,17,other,private,diploma,6.7,63.5,no,<15 min,yes,mixed,84.4,67.2,96.2,78.8,c
052130561717,17,other,private,graduate,6.6,85.3,yes,<15 min,yes,notes,88.8,94.4,100,95.9,a
052130561718,19,other,private,diploma,1.4,76.9,no,>60 min,yes,notes,49,60.1,46.1,46.1,e
052130561719,15,female,public,no formal,3.4,80.1,yes,>60 min,no,notes,53.4,78.9,66.8,68.1,d
052130561720,15,male,private,diploma,3.5,61.7,yes,30-60 min,no,group study,43.8,47.2,24.4,49.6,e
052130561721,16,other,private,high school,5,61.8,no,30-60 min,no,textbook,63.1,74.2,77.2,61.4,d
052130561722,18,male,public,high school,4,62.4,yes,<15 min,no,mixed,53.5,62.8,55.8,59.2,d
052130561723,15,male,private,phd,4.1,92.3,yes,30-60 min,yes,online videos,58.5,59,66.5,62,d
052130561724,16,other,public,no formal,3.2,59.4,no,>60 min,yes,online videos,28.9,38.5,48.7,40.5,e
052130561725,16,other,private,diploma,3.4,91.7,no,<15 min,no,coaching,53.3,68.7,61.5,61.4,d
052130561726,17,other,public,graduate,4.9,82.2,yes,30-60 min,no,online videos,73.7,59.9,65.2,74.5,c
052130561727,18,female,public,graduate,1.7,93.8,no,>60 min,yes,coaching,50.9,54.6,52.9,55.8,d
052130561728,15,other,private,post graduate,0.9,56.4,no,30-60 min,no,group study,37.1,30.3,44.3,37.5,f
052130561729,18,other,private,diploma,2,96.2,yes,15-30 min,yes,online videos,67.6,71.7,60.2,64.1,d
052130561730,15,female,public,high school,2.3,71,yes,30-60 min,yes,online videos,50.9,61.8,57.6,51,e
052130561731,19,other,public,graduate,2.4,65.2,yes,15-30 min,no,textbook,42.5,52.2,20.3,38.2,f
052130561732,18,other,public,diploma,5.1,62.5,yes,15-30 min,yes,textbook,63,59.1,49.4,62.8,d
052130561733,14,other,public,diploma,2.6,74.8,yes,<15 min,yes,mixed,58.4,47.6,32.6,51.3,e
052130561734,17,male,private,graduate,7.2,76.6,yes,15-30 min,no,coaching,100,90.2,68.7,92.7,b
052130561735,14,female,public,diploma,3.7,59.4,yes,30-60 min,yes,group study,58,64.9,58.8,52.4,e
052130561736,14,other,private,graduate,6.6,52.5,no,<15 min,yes,notes,78.9,93.1,65.9,68.9,d
052130561737,16,other,private,graduate,2.9,76.7,yes,30-60 min,yes,online videos,51.7,54.4,62,59.6,d
052130561738,19,other,private,no formal,5.3,62.9,yes,15-30 min,yes,mixed,56.3,88.7,54.1,59.3,d
052130561739,15,female,private,high school,5.2,67.6,yes,<15 min,no,mixed,74.1,74,88.3,74.5,c
052130561740,15,other,private,high school,7.7,51.9,no,>60 min,no,group study,99.6,86.9,65.6,86.9,b
052130561741,15,male,private,post graduate,3.2,72,yes,30-60 min,yes,coaching,65.8,47.8,55.4,49.5,e
052130561742,16,other,private,no formal,7.3,99.9,yes,15-30 min,no,coaching,78.8,94.2,86.6,93.7,b
052130561743,16,other,public,post graduate,7.1,68.4,yes,15-30 min,no,mixed,77.7,76.1,83,89.9,b
052130561744,15,other,private,graduate,4.8,66,yes,30-60 min,yes,group study,65.4,61.6,72.2,60.2,d
052130561745,17,female,private,no formal,7.8,59.5,yes,<15 min,yes,mixed,100,100,90.2,94.8,b
052130561746,14,female,private,phd,4.5,56,yes,>60 min,yes,notes,69,61.3,60.5,66.7,d
052130561747,14,female,public,post graduate,7.6,97.3,yes,15-30 min,no,notes,90.4,74.4,95.3,92.5,b
052130561748,17,female,public,no formal,7.2,55.7,yes,<15 min,no,online videos,73,53,85.3,79.6,c
052130561749,17,other,public,graduate,1.9,71,yes,15-30 min,yes,notes,51.1,35,51.8,40.8,e
052130561750,14,other,private,graduate,7.9,83.6,yes,>60 min,yes,coaching,93.5,100,100,100,a
052130561751,17,other,public,phd,5,65.2,yes,15-30 min,no,online videos,78,62.3,74.7,69.1,d
052130561752,17,male,private,high school,5.5,59.5,yes,15-30 min,no,textbook,49,64.9,50.5,62.8,d
052130561753,15,female,private,phd,7.5,78.7,yes,>60 min,no,coaching,68,97.6,81.9,87.1,b
052130561754,14,male,public,graduate,6.7,50.2,no,>60 min,yes,group study,67.9,66.1,76.8,69,d
052130561755,17,female,private,high school,1.6,86.7,yes,>60 min,yes,notes,53.8,53.8,53.6,55,e
052130561756,18,male,public,post graduate,2.6,70.3,no,30-60 min,yes,online videos,54.4,66.1,39.1,43.1,e
052130561757,19,female,private,graduate,3.4,58.2,yes,15-30 min,yes,mixed,45.4,50.1,29.4,46.8,e
052130561758,18,male,public,no formal,6.2,87.4,yes,15-30 min,yes,notes,88.8,86.3,83.7,90.2,b
052130561759,16,other,private,no formal,3.3,76.9,yes,15-30 min,yes,coaching,71.8,82.4,78.2,66.6,d
052130561760,15,female,private,no formal,8,59.3,yes,>60 min,yes,textbook,89.2,86.1,87.6,87.3,b
052130561761,19,female,public,no formal,3.8,79.6,yes,30-60 min,no,mixed,54.9,43.1,52.1,53.5,e
052130561762,16,male,public,high school,4.9,95.8,yes,<15 min,no,group study,84.7,99.8,77.1,83.1,c
052130561763,17,female,public,no formal,1.5,95.8,yes,>60 min,yes,online videos,66.8,42,44.5,58.5,d
052130561764,15,female,public,high school,7.3,53.2,yes,>60 min,yes,notes,94.9,65.2,83.4,83.6,c
052130561765,15,female,public,post graduate,6.6,64.6,yes,15-30 min,no,textbook,85.1,72.7,74.7,79.5,c
052130561766,15,female,public,diploma,5.9,55.1,yes,<15 min,yes,mixed,73,59.8,76.7,66.2,d
052130561767,17,other,public,graduate,1.9,71,yes,15-30 min,yes,notes,51.1,35,51.8,40.8,e
052130561768,19,male,private,high school,0.9,74.7,no,30-60 min,no,textbook,40.6,19.5,48.5,40,e
052130561769,14,male,public,diploma,3.1,67.4,yes,>60 min,no,online videos,55.6,55.8,63.5,55.2,d
052130561770,16,male,public,high school,7,60.7,yes,30-60 min,no,textbook,80.5,76.7,71.5,77.1,c
052130561771,17,male,public,high school,2.4,85.4,yes,>60 min,no,mixed,81.8,45,52.1,59.5,d
052130561772,17,male,private,no formal,4.3,98.3,no,15-30 min,yes,textbook,83,84.1,79.8,80.2,c
052130561773,16,female,public,diploma,6.6,69.7,yes,30-60 min,yes,notes,65.4,76.9,66,82.5,c
052130561774,15,female,private,phd,4.8,55.1,yes,15-30 min,yes,textbook,73.4,72.4,60.9,65.1,d
052130561775,15,female,private,high school,1.5,88.5,yes,15-30 min,yes,textbook,34.4,48.6,31.3,41,e
052130561776,16,female,public,post graduate,1,66.9,no,30-60 min,no,mixed,46.2,35.4,46,38.4,f
052130561777,18,female,private,graduate,4.6,50.5,yes,30-60 min,no,notes,72.8,50.5,66.3,63.9,d
052130561778,16,other,public,graduate,3.5,87.7,yes,30-60 min,yes,coaching,50.1,54.5,58.8,59.6,d
052130561779,15,other,public,post graduate,5.1,98.8,yes,<15 min,yes,notes,62.8,74.9,76.2,70.5,c
052130561780,16,female,private,phd,5.3,52.2,yes,<15 min,no,online videos,61.6,77.6,60.4,63,d
052130561781,18,other,public,no formal,6,74.9,yes,15-30 min,yes,online videos,78.4,79.3,68.3,73.5,c
052130561782,17,other,private,high school,1.4,58.6,yes,30-60 min,no,online videos,7.6,32.8,16.7,25.5,f
052130561783,16,female,public,post graduate,2.4,82,no,30-60 min,no,textbook,42.5,51.8,45.9,52.9,e
052130561784,15,female,private,graduate,3.4,69.4,yes,15-30 min,yes,notes,70.4,51.2,73.4,64.3,d
052130561785,14,other,public,post graduate,3.2,59.8,yes,30-60 min,yes,notes,55.3,47.4,53.9,41.8,e
052130561786,18,female,public,high school,5.1,51.1,yes,>60 min,yes,coaching,45.2,54.1,37,55.3,d
052130561787,19,other,public,no formal,7.5,59.7,yes,30-60 min,yes,notes,67.5,78.6,84.3,83.6,c
052130561788,16,female,public,diploma,3,73.1,yes,30-60 min,no,group study,57.5,61,63.6,61.6,d
052130561789,17,other,public,post graduate,2.9,59.6,yes,>60 min,no,online videos,52.3,43.2,49.1,44.2,e
052130561790,15,other,public,high school,3.1,51.8,yes,>60 min,yes,online videos,36.8,42,44,43,e
052130561791,19,other,private,high school,2,77.6,yes,15-30 min,no,notes,40.3,56.7,47.1,51.8,e
052130561792,14,female,public,phd,5,65.5,yes,30-60 min,yes,textbook,62.4,56,56.9,56.6,d
052130561793,18,other,public,phd,3.8,74.5,yes,<15 min,yes,notes,68.3,49.7,58.1,59.8,d
052130561794,18,male,private,no formal,4.1,63.8,yes,15-30 min,no,group study,59.8,42.2,46.5,62.2,d
052130561795,18,other,private,graduate,1.3,91.1,yes,15-30 min,no,coaching,20.8,53.8,49.6,39.4,f
052130561796,19,other,private,high school,0.8,62.2,yes,>60 min,yes,coaching,17.5,19.2,22.5,30.2,f
052130561797,16,male,public,post graduate,1.9,63.7,yes,15-30 min,no,mixed,58.2,47,34.2,42.3,e
052130561798,16,female,public,high school,1.6,72.4,no,<15 min,no,group study,44.4,29.4,29.6,41.3,e
052130561799,17,female,public,no formal,4.3,94.4,yes,15-30 min,no,coaching,74.1,89.7,75.9,74.9,c
052130561800,15,male,public,phd,4.4,52,yes,<15 min,yes,group study,81.7,49.4,31.2,53.9,e
052130561801,18,other,public,high school,5.9,69.2,no,<15 min,yes,group study,73.5,57,72.9,77.2,c
052130561802,16,male,private,no formal,3.1,73,yes,30-60 min,no,coaching,53.3,50.7,60.7,50.8,e
052130561803,19,female,public,phd,7.4,96.2,yes,<15 min,no,mixed,100,100,96.6,95.3,a
052130561804,14,female,public,phd,5.2,84.9,yes,>60 min,no,coaching,85.1,86.5,64.6,82.9,c
052130561805,14,female,public,phd,6.3,60.4,no,>60 min,no,mixed,61.4,54.8,67.2,70.9,c
052130561806,15,male,private,high school,1.9,50.6,yes,>60 min,no,textbook,42.3,37.6,34.3,42.7,e
052130561807,16,female,private,high school,5.5,65.3,no,<15 min,yes,notes,56.1,69.7,83.2,62.4,d
052130561808,15,female,public,diploma,3.8,70.9,yes,<15 min,no,coaching,40.5,73,53.7,60.3,d
052130561809,17,other,public,graduate,3.4,59.4,yes,>60 min,no,notes,61.5,44.5,66.8,50.8,e
052130561810,14,male,private,phd,7.3,97.5,yes,<15 min,yes,coaching,99,94.1,100,100,a
052130561811,17,other,public,graduate,1.2,93.7,yes,15-30 min,yes,notes,47.4,58.9,29.4,46.8,e
052130561812,15,female,public,high school,0.7,88.3,yes,30-60 min,no,textbook,35.4,59,65.7,50.1,e
052130561813,14,male,public,high school,1.8,77.6,yes,15-30 min,no,textbook,39.1,46.5,39.6,37.6,f
052130561814,17,female,public,no formal,4,60.9,yes,>60 min,no,textbook,61,57.4,54.3,59.8,d
052130561815,18,male,public,no formal,0.9,89.4,no,>60 min,no,notes,28.7,30.5,41.4,34.6,f
052130561816,18,female,private,phd,2.8,86.8,yes,<15 min,yes,coaching,50.8,46.2,62.8,51.8,e
052130561817,18,male,public,no formal,2.6,99.3,yes,>60 min,no,mixed,60.1,48.7,67.1,60.1,d
052130561818,15,other,private,no formal,4.9,86.6,yes,15-30 min,no,online videos,58.4,58.1,76.6,70.2,c
052130561819,16,female,private,post graduate,2.5,71.8,yes,<15 min,yes,mixed,37.1,40.3,18.5,41.5,e
052130561820,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,group study,55.3,70.7,100,75,c
052130561821,17,female,public,no formal,6.2,64.8,yes,>60 min,no,notes,79.7,92.6,72.4,80.2,c
052130561822,17,male,public,graduate,0.8,62.1,yes,<15 min,yes,coaching,29.8,45.9,43.1,24.9,f
052130561823,17,male,public,no formal,6.1,87.6,no,30-60 min,yes,coaching,74.3,84.2,64.1,89.2,b
052130561824,17,male,public,graduate,5.6,76.2,no,<15 min,yes,online videos,78.3,71.7,61.3,71.5,c
052130561825,16,female,private,high school,3.5,95.3,yes,<15 min,no,notes,65.9,85,75.3,75.8,c
052130561826,14,male,public,phd,3.6,77.7,yes,15-30 min,no,notes,53.1,84,87.1,68.8,d
052130561827,14,female,public,high school,4.6,84.1,yes,<15 min,no,group study,81.9,86.6,78.9,80.3,c
052130561828,14,other,private,phd,4,99.8,no,<15 min,yes,coaching,48.7,49.4,65.5,62.3,d
052130561829,17,male,private,diploma,0.9,80.6,yes,>60 min,yes,mixed,27.9,17.9,52.5,36.1,f
052130561830,18,male,public,diploma,5.8,71.2,yes,>60 min,no,coaching,85.9,70.1,91.8,78.3,c
052130561831,14,other,public,post graduate,3.7,75.7,yes,>60 min,yes,mixed,45.9,46.2,56.9,53.6,e
052130561832,19,male,private,graduate,5.2,70.9,yes,15-30 min,yes,notes,64.1,84.4,72.8,69.1,d
052130561833,18,male,public,post graduate,3.5,91.2,yes,30-60 min,yes,mixed,42.2,54.6,66.8,58,d
052130561834,18,female,public,diploma,6.4,84.9,no,15-30 min,yes,mixed,83.4,100,87.7,85.1,b
052130561835,17,other,public,diploma,4,54.4,yes,15-30 min,no,coaching,45.3,42.8,64.9,46.3,e
052130561836,14,female,public,diploma,1.8,51.2,yes,>60 min,no,online videos,26.8,36.6,9.6,26.1,f
